timesteps, current B1, voltage,ts
967,24.9155,23.577,3.223
968,24.631,23.591,3.227
969,24.661,23.584,3.23
970,25.041,23.57,3.233
971,25.287,23.57,3.237
972,24.6565,23.579,3.24
973,24.695,23.572,3.243
974,24.6195,23.566,3.247
975,24.8215,23.563,3.25
976,24.682,23.579,3.253
977,24.4885,23.586,3.257
978,25.0125,23.563,3.26
979,24.3265,23.573,3.263
980,24.9225,23.562,3.267
981,25.0435,23.553,3.27
982,25.1035,23.553,3.273
983,24.857,23.557,3.277
984,25.014,23.569,3.28
985,24.591,23.565,3.283
986,24.867,23.553,3.287
987,25.0595,23.553,3.29
988,24.5385,23.551,3.293
989,24.312,23.558,3.297
990,24.477,23.565,3.3
991,24.5315,23.56,3.303
992,24.709,23.547,3.307
993,24.9215,23.552,3.31
994,24.799,23.56,3.313
995,24.7475,23.548,3.317
996,24.705,23.55,3.32
997,25.273,23.541,3.323
998,26.7985,23.517,3.327
999,25.718,23.532,3.33
1000,25.8335,23.52,3.333
1001,25.596,23.525,3.337
1002,25.472,23.537,3.34
1003,25.1545,23.521,3.343
1004,25.2,23.518,3.347
1005,24.8075,23.531,3.35
1006,23.969,23.544,3.353
1007,20.4595,23.609,3.357
1008,15.8655,23.678,3.36
1009,17.112,23.669,3.363
1010,20.3925,23.639,3.367
1011,24.026,23.571,3.37
1012,23.0455,23.574,3.373
1013,21.732,23.583,3.377
1014,18.9595,23.632,3.38
1015,17.8365,23.653,3.383
1016,19.3165,23.63,3.387
1017,21.0955,23.614,3.39
1018,21.8315,23.595,3.393
1019,21.702,23.604,3.397
1020,21.382,23.599,3.4
1021,20.629,23.605,3.403
1022,20.734,23.614,3.407
1023,21.225,23.606,3.41
1024,20.6745,23.615,3.413
1025,20.0225,23.611,3.417
1026,19.768,23.624,3.42
1027,20.138,23.633,3.423
1028,19.607,23.631,3.427
1029,19.486,23.631,3.43
1030,18.507,23.645,3.433
1031,22.079,23.59,3.437
1032,22.2355,23.58,3.44
1033,20.9035,23.606,3.443
1034,20.168,23.627,3.447
1035,19.97,23.628,3.45
1036,19.177,23.635,3.453
1037,19.0305,23.635,3.457
1038,18.672,23.636,3.46
1039,20.878,23.595,3.463
1040,20.0225,23.616,3.467
1041,20.1365,23.62,3.47
1042,20.5735,23.612,3.473
1043,21.2935,23.611,3.477
1044,20.289,23.62,3.48
1045,21.268,23.589,3.483
1046,20.8635,23.609,3.487
1047,21.1055,23.595,3.49
1048,21.995,23.581,3.493
1049,20.451,23.603,3.497
1050,19.0465,23.63,3.5
1051,19.97,23.623,3.503
1052,20.683,23.609,3.507
1053,19.573,23.614,3.51
1054,18.682,23.626,3.513
1055,20.4025,23.605,3.517
1056,17.996,23.638,3.52
1057,19.483,23.628,3.523
1058,20.629,23.606,3.527
1059,21.1725,23.599,3.53
1060,21.581,23.58,3.533
1061,22.321,23.576,3.537
1062,20.397,23.598,3.54
1063,18.981,23.616,3.543
1064,18.7345,23.637,3.547
1065,18.4955,23.63,3.55
1066,19.0095,23.633,3.553
1067,17.5405,23.647,3.557
1068,15.3105,23.682,3.56
1069,15.622,23.691,3.563
1070,16.775,23.668,3.567
1071,18.9425,23.623,3.57
1072,18.867,23.629,3.573
1073,19.0905,23.627,3.577
1074,17.7555,23.643,3.58
1075,17.7525,23.644,3.583
1076,18.339,23.651,3.587
1077,21.15,23.583,3.59
1078,20.391,23.609,3.593
1079,20.071,23.604,3.597
1080,20.6745,23.592,3.6
1081,19.499,23.611,3.603
1082,18.9865,23.624,3.607
1083,18.5825,23.625,3.61
1084,20.3455,23.609,3.613
1085,22.203,23.576,3.617
1086,20.939,23.586,3.62
1087,20.353,23.601,3.623
1088,21.541,23.575,3.627
1089,22.19,23.562,3.63
1090,20.31,23.587,3.633
1091,18.477,23.614,3.637
1092,17.6345,23.635,3.64
1093,17.0085,23.638,3.643
1094,18.228,23.635,3.647
1095,16.873,23.642,3.65
1096,16.8035,23.651,3.653
1097,15.777,23.658,3.657
1098,14.949,23.671,3.66
1099,18.608,23.628,3.663
1100,17.061,23.658,3.667
1101,15.968,23.665,3.67
1102,14.071,23.695,3.673
1103,14.8875,23.684,3.677
1104,17.2575,23.653,3.68
1105,17.4695,23.634,3.683
1106,16.0475,23.664,3.687
1107,17.905,23.638,3.69
1108,20.4595,23.594,3.693
1109,18.9355,23.621,3.697
1110,19.7055,23.611,3.7
1111,19.264,23.612,3.703
1112,18.7035,23.627,3.707
1113,20.4295,23.59,3.71
1114,19.5755,23.597,3.713
1115,20.293,23.579,3.717
1116,20.794,23.571,3.72
1117,20.834,23.583,3.723
1118,20.034,23.595,3.727
1119,20.9845,23.567,3.73
1120,21.1725,23.565,3.733
1121,21.2735,23.559,3.737
1122,21.0845,23.559,3.74
1123,20.5465,23.578,3.743
1124,20.898,23.564,3.747
1125,21.2635,23.567,3.75
1126,22.0705,23.559,3.753
1127,22.3895,23.536,3.757
1128,22.6955,23.528,3.76
1129,23.5135,23.51,3.763
1130,19.872,23.574,3.767
1131,18.1725,23.597,3.77
1132,19.0195,23.584,3.773
1133,22.139,23.531,3.777
1134,22.829,23.519,3.78
1135,22.069,23.532,3.783
1136,22.9145,23.521,3.787
1137,22.4065,23.52,3.79
1138,23.8355,23.489,3.793
1139,26.134,23.452,3.797
1140,26.282,23.44,3.8
1141,25.5845,23.465,3.803
1142,26.4355,23.436,3.807
1143,27.571,23.426,3.81
1144,26.599,23.424,3.813
1145,26.457,23.434,3.817
1146,25.882,23.43,3.82
1147,23.2235,23.479,3.823
1148,22.8065,23.492,3.827
1149,21.3575,23.502,3.83
1150,21.504,23.502,3.833
1151,23.2175,23.498,3.837
1152,22.6555,23.49,3.84
1153,22.116,23.494,3.843
1154,22.2015,23.498,3.847
1155,23.619,23.459,3.85
1156,24.8715,23.44,3.853
1157,24.305,23.442,3.857
1158,23.579,23.45,3.86
1159,22.6085,23.486,3.863
1160,21.2495,23.506,3.867
1161,21.605,23.494,3.87
1162,21.2565,23.503,3.873
1163,21.9185,23.478,3.877
1164,24.063,23.455,3.88
1165,23.363,23.452,3.883
1166,21.857,23.486,3.887
1167,21.1285,23.509,3.89
1168,22.163,23.488,3.893
1169,22.9985,23.457,3.897
1170,23.3185,23.459,3.9
1171,23.249,23.447,3.903
1172,22.809,23.453,3.907
1173,22.4165,23.47,3.91
1174,22.5685,23.465,3.913
1175,22.435,23.467,3.917
1176,22.4035,23.473,3.92
1177,21.934,23.467,3.923
1178,22.3965,23.458,3.927
1179,21.7205,23.472,3.93
1180,21.302,23.476,3.933
1181,22.277,23.455,3.937
1182,22.6855,23.453,3.94
1183,22.886,23.46,3.943
1184,22.5815,23.451,3.947
1185,22.5615,23.45,3.95
1186,22.664,23.451,3.953
1187,23.2445,23.434,3.957
1188,23.4225,23.428,3.96
1189,22.6555,23.446,3.963
1190,22.768,23.438,3.967
1191,21.655,23.45,3.97
1192,22.001,23.462,3.973
1193,22.274,23.444,3.977
1194,22.687,23.432,3.98
1195,22.95,23.428,3.983
1196,21.9925,23.442,3.987
1197,22.354,23.447,3.99
1198,23.414,23.419,3.993
1199,23.5435,23.419,3.997
1200,22.933,23.451,4
1201,23.0315,23.437,4.003
1202,22.7935,23.428,4.007
1203,23.087,23.422,4.01
1204,22.6055,23.425,4.013
1205,22.105,23.443,4.017
1206,21.7945,23.437,4.02
1207,22.1175,23.458,4.023
1208,22.839,23.432,4.027
1209,23.1335,23.424,4.03
1210,23.182,23.412,4.033
1211,22.7155,23.433,4.037
1212,22.5045,23.434,4.04
1213,23.0385,23.402,4.043
1214,23.36,23.408,4.047
1215,22.398,23.418,4.05
1216,22.7425,23.432,4.053
1217,22.6785,23.412,4.057
1218,22.301,23.43,4.06
1219,22.698,23.422,4.063
1220,22.523,23.423,4.067
1221,23.3345,23.397,4.07
1222,23.1025,23.398,4.073
1223,23.673,23.391,4.077
1224,23.6345,23.38,4.08
1225,23.7825,23.384,4.083
1226,23.0425,23.397,4.087
1227,22.388,23.418,4.09
1228,22.4105,23.411,4.093
1229,23.0955,23.403,4.097
1230,21.786,23.417,4.1
1231,21.9665,23.421,4.103
1232,21.8045,23.405,4.107
1233,21.853,23.423,4.11
1234,23.0455,23.391,4.113
1235,22.97,23.39,4.117
1236,22.818,23.401,4.12
1237,22.701,23.406,4.123
1238,24.7635,23.358,4.127
1239,24.493,23.36,4.13
1240,24.493,23.357,4.133
1241,25.122,23.354,4.137
1242,24.268,23.376,4.14
1243,23.279,23.385,4.143
1244,22.4095,23.393,4.147
1245,21.443,23.402,4.15
1246,21.9085,23.398,4.153
1247,23.9605,23.364,4.157
1248,25.119,23.338,4.16
1249,25.502,23.324,4.163
1250,25.394,23.326,4.167
1251,23.6445,23.363,4.17
1252,22.735,23.375,4.173
1253,23.263,23.364,4.177
1254,23.723,23.351,4.18
1255,24.372,23.343,4.183
1256,24.4475,23.343,4.187
1257,23.848,23.349,4.19
1258,22.4775,23.377,4.193
1259,22.1205,23.393,4.197
1260,22.3225,23.384,4.2
1261,22.65,23.369,4.203
1262,23.1765,23.361,4.207
1263,23.881,23.362,4.21
1264,23.78,23.343,4.213
1265,23.0555,23.348,4.217
1266,23.077,23.368,4.22
1267,23.68,23.358,4.223
1268,23.5435,23.357,4.227
1269,24.134,23.339,4.23
1270,23.467,23.349,4.233
1271,23.8835,23.343,4.237
1272,22.6115,23.354,4.24
1273,22.7895,23.361,4.243
1274,22.476,23.352,4.247
1275,22.317,23.37,4.25
1276,22.63,23.375,4.253
1277,25.25,23.315,4.257
1278,23.4495,23.339,4.26
1279,22.623,23.366,4.263
1280,21.753,23.365,4.267
1281,21.998,23.373,4.27
1282,21.853,23.366,4.273
1283,22.0035,23.375,4.277
1284,23.4695,23.346,4.28
1285,22.62,23.341,4.283
1286,23.0655,23.353,4.287
1287,23.081,23.338,4.29
1288,23.363,23.339,4.293
1289,23.43,23.329,4.297
1290,23.209,23.338,4.3
1291,23.219,23.341,4.303
1292,23.357,23.343,4.307
1293,23.505,23.336,4.31
1294,23.0725,23.33,4.313
1295,23.2205,23.327,4.317
1296,23.0115,23.337,4.32
1297,23.4795,23.326,4.323
1298,23.2645,23.325,4.327
1299,23.2645,23.323,4.33
1300,22.556,23.347,4.333
1301,22.1815,23.363,4.337
1302,22.2755,23.341,4.34
1303,22.8235,23.327,4.343
1304,22.9445,23.332,4.347
1305,23.263,23.326,4.35
1306,23.437,23.313,4.353
1307,23.1795,23.336,4.357
1308,23.212,23.33,4.36
1309,22.8705,23.328,4.363
1310,23.0425,23.322,4.367
1311,23.1765,23.314,4.37
1312,22.428,23.332,4.373
1313,22.096,23.345,4.377
1314,23.05,23.318,4.38
1315,23.518,23.311,4.383
1316,22.795,23.333,4.387
1317,22.321,23.336,4.39
1318,21.524,23.336,4.393
1319,22.661,23.316,4.397
1320,23.3855,23.317,4.4
1321,23.3555,23.306,4.403
1322,22.772,23.315,4.407
1323,21.157,23.344,4.41
1324,10.739,23.536,4.413
1325,11.2585,23.528,4.417
1326,7.4375,23.584,4.42
1327,6.5875,23.607,4.423
1328,4.4985,23.641,4.427
1329,3.919,23.656,4.43
1330,4.036,23.663,4.433
1331,4.0515,23.664,4.437
1332,4.0215,23.684,4.44
1333,3.814,23.675,4.443
1334,1.793,23.716,4.447
1335,1.8015,23.719,4.45
1336,1.2805,23.723,4.453
1337,0.556,23.736,4.457
1338,0.6485,23.743,4.46
1339,0.683,23.746,4.463
1340,0.663,23.768,4.467
1341,0.616,23.765,4.47
1342,0.613,23.78,4.473
1343,0.647,23.775,4.477
1344,0.704,23.769,4.48
1345,0.7225,23.764,4.483
1346,0.61,23.778,4.487
1347,0.6885,23.773,4.49
1348,0.6955,23.78,4.493
1349,0.7085,23.788,4.497
1350,0.741,23.79,4.5
1351,0.656,23.787,4.503
1352,0.633,23.802,4.507
1353,0.6815,23.797,4.51
1354,0.7215,23.796,4.513
1355,0.6915,23.817,4.517
1356,0.647,23.805,4.52
1357,0.687,23.805,4.523
1358,0.687,23.814,4.527
1359,0.619,23.83,4.53
1360,0.734,23.818,4.533
1361,0.7085,23.816,4.537
1362,0.7155,23.815,4.54
1363,0.663,23.821,4.543
1364,0.697,23.822,4.547
1365,0.7215,23.827,4.55
1366,0.697,23.83,4.553
1367,0.6215,23.836,4.557
1368,0.646,23.85,4.56
1369,0.7,23.83,4.563
1370,0.724,23.842,4.567
1371,0.6885,23.836,4.57
1372,0.6955,23.838,4.573
1373,0.7425,23.845,4.577
1374,0.7155,23.844,4.58
1375,0.7015,23.859,4.583
1376,0.6655,23.859,4.587
1377,0.6815,23.859,4.59
1378,0.7085,23.859,4.593
1379,0.727,23.856,4.597
1380,0.7015,23.86,4.6
1381,0.731,23.866,4.603
1382,0.6885,23.858,4.607
1383,0.6615,23.863,4.61
1384,0.7115,23.862,4.613
1385,0.6955,23.867,4.617
1386,0.724,23.861,4.62
1387,0.724,23.863,4.623
1388,0.747,23.868,4.627
1389,0.7115,23.88,4.63
1390,0.7355,23.905,4.633
1391,0.717,23.872,4.637
1392,0.72,23.885,4.64
1393,0.6655,23.9,4.643
1394,0.6885,23.874,4.647
1395,0.724,23.879,4.65
1396,0.717,23.879,4.653
1397,0.761,23.877,4.657
1398,0.7085,23.889,4.66
1399,0.687,23.898,4.663
1400,0.764,23.897,4.667
1401,0.7,23.894,4.67
1402,0.737,23.882,4.673
1403,0.7225,23.896,4.677
1404,0.71,23.885,4.68
1405,0.727,23.891,4.683
1406,0.734,23.889,4.687
1407,0.747,23.91,4.69
1408,0.6985,23.911,4.693
1409,0.6545,23.907,4.697
1410,0.781,23.911,4.7
1411,0.7525,23.896,4.703
1412,0.72,23.917,4.707
1413,0.7425,23.915,4.71
1414,0.71,23.902,4.713
1415,0.747,23.907,4.717
1416,0.7355,23.904,4.72
1417,0.626,23.935,4.723
1418,0.7495,23.906,4.727
1419,0.7455,23.913,4.73
1420,0.7495,23.902,4.733
1421,0.764,23.907,4.737
1422,0.7795,23.902,4.74
1423,0.6885,23.929,4.743
1424,0.731,23.915,4.747
1425,0.684,23.918,4.75
1426,0.7585,23.927,4.753
1427,0.7225,23.913,4.757
1428,0.754,23.929,4.76
1429,0.704,23.92,4.763
1430,0.724,23.922,4.767
1431,0.74,23.924,4.77
1432,0.7225,23.921,4.773
1433,0.7625,23.928,4.777
1434,0.7,23.93,4.78
1435,0.727,23.921,4.783
1436,0.74,23.929,4.787
1437,0.741,23.927,4.79
1438,0.7655,23.926,4.793
1439,0.7325,23.923,4.797
1440,0.7125,23.934,4.8
1441,0.737,23.94,4.803
1442,0.7495,23.935,4.807
1443,0.778,23.935,4.81
1444,0.747,23.935,4.813
1445,0.73,23.931,4.817
1446,0.7525,23.935,4.82
1447,0.7325,23.935,4.823
1448,0.7425,23.938,4.827
1449,0.7125,23.942,4.83
1450,0.6755,23.956,4.833
1451,0.704,23.943,4.837
1452,0.7155,23.937,4.84
1453,0.7855,23.938,4.843
1454,0.694,23.939,4.847
1455,0.717,23.938,4.85
1456,0.7555,23.946,4.853
1457,0.741,23.957,4.857
1458,0.667,23.967,4.86
1459,0.751,23.943,4.863
1460,0.693,23.944,4.867
1461,0.72,23.941,4.87
1462,0.72,23.945,4.873
1463,0.7595,23.948,4.877
1464,0.7355,23.957,4.88
1465,0.7425,23.958,4.883
1466,0.7,23.941,4.887
1467,0.71,23.961,4.89
1468,0.741,23.949,4.893
1469,0.7355,23.942,4.897
1470,0.737,23.952,4.9
1471,0.71,23.955,4.903
1472,0.7485,23.953,4.907
1473,0.7585,23.952,4.91
1474,0.761,23.951,4.913
1475,0.687,23.967,4.917
1476,0.6885,23.969,4.92
1477,0.7525,23.953,4.923
1478,0.781,23.957,4.927
1479,0.7425,23.957,4.93
1480,0.7625,23.952,4.933
1481,0.7695,23.952,4.937
1482,0.731,23.953,4.94
1483,0.7255,23.96,4.943
1484,2.17,23.937,4.947
1485,9.3485,23.81,4.95
1486,21.4885,23.62,4.953
1487,31.9945,23.419,4.957
1488,32.9525,23.393,4.96
1489,30.87,23.41,4.963
1490,27.036,23.475,4.967
1491,26.491,23.479,4.97
1492,25.849,23.476,4.973
1493,26.4655,23.463,4.977
1494,27.244,23.442,4.98
1495,28.3495,23.412,4.983
1496,29.2235,23.396,4.987
1497,28.035,23.398,4.99
1498,28.5915,23.381,4.993
1499,28.468,23.383,4.997
1500,27.3905,23.385,5
1501,26.3075,23.414,5.003
1502,26.595,23.393,5.007
1503,27.7535,23.369,5.01
1504,27.039,23.378,5.013
1505,27.866,23.364,5.017
1506,25.717,23.401,5.02
1507,25.381,23.411,5.023
1508,24.893,23.409,5.027
1509,26.595,23.369,5.03
1510,25.654,23.382,5.033
1511,25.963,23.362,5.037
1512,26.709,23.35,5.04
1513,26.2505,23.365,5.043
1514,27.1455,23.335,5.047
1515,26.8825,23.335,5.05
1516,26.178,23.346,5.053
1517,25.9645,23.35,5.057
1518,27.7775,23.314,5.06
1519,26.6235,23.326,5.063
1520,25.781,23.34,5.067
1521,25.6625,23.331,5.07
1522,26.467,23.318,5.073
1523,25.549,23.332,5.077
1524,26.061,23.325,5.08
1525,26.2065,23.321,5.083
1526,26.925,23.307,5.087
1527,27.5855,23.287,5.09
1528,27.9695,23.271,5.093
1529,28.539,23.276,5.097
1530,28.959,23.262,5.1
1531,27.217,23.277,5.103
1532,26.73,23.291,5.107
1533,27.3195,23.283,5.11
1534,29.417,23.239,5.113
1535,28.6885,23.243,5.117
1536,27.6085,23.254,5.12
1537,25.263,23.293,5.123
1538,27.0005,23.275,5.127
1539,26.0955,23.27,5.13
1540,26.844,23.254,5.133
1541,27.275,23.272,5.137
1542,26.888,23.268,5.14
1543,26.878,23.254,5.143
1544,27.1615,23.243,5.147
1545,28.2845,23.227,5.15
1546,29.897,23.198,5.153
1547,29.3745,23.208,5.157
1548,29.117,23.202,5.16
1549,28.895,23.211,5.163
1550,26.33,23.249,5.167
1551,28.5875,23.209,5.17
1552,29.0455,23.196,5.173
1553,29.39,23.187,5.177
1554,28.1335,23.202,5.18
1555,27.1285,23.224,5.183
1556,28.4765,23.19,5.187
1557,28.8365,23.18,5.19
1558,28.589,23.193,5.193
1559,28.6185,23.196,5.197
1560,29.363,23.17,5.2
1561,28.4395,23.178,5.203
1562,27.661,23.192,5.207
1563,28.1645,23.174,5.21
1564,28.3795,23.183,5.213
1565,28.401,23.186,5.217
1566,28.337,23.169,5.22
1567,28.223,23.18,5.223
1568,28.603,23.158,5.227
1569,29.8555,23.145,5.23
1570,28.229,23.167,5.233
1571,28.6855,23.16,5.237
1572,28.367,23.157,5.24
1573,28.62,23.144,5.243
1574,28.8335,23.146,5.247
1575,28.4195,23.16,5.25
1576,28.8435,23.138,5.253
1577,29.0485,23.134,5.257
1578,28.2545,23.139,5.26
1579,28.4365,23.148,5.263
1580,28.0935,23.147,5.267
1581,28.482,23.149,5.27
1582,28.1905,23.147,5.273
1583,28.233,23.147,5.277
1584,28.1435,23.137,5.28
1585,27.554,23.145,5.283
1586,27.2865,23.153,5.287
1587,27.0135,23.154,5.29
1588,28.219,23.134,5.293
1589,27.937,23.133,5.297
1590,27.0975,23.149,5.3
1591,27.954,23.128,5.303
1592,27.6765,23.14,5.307
1593,26.8,23.147,5.31
1594,26.8825,23.138,5.313
1595,27.6835,23.129,5.317
1596,27.1555,23.134,5.32
1597,26.673,23.142,5.323
1598,26.9435,23.135,5.327
1599,28.781,23.116,5.33
1600,27.177,23.124,5.333
1601,28.22,23.108,5.337
1602,28.4365,23.107,5.34
1603,28.9705,23.096,5.343
1604,28.5705,23.106,5.347
1605,27.3235,23.12,5.35
1606,25.6925,23.153,5.353
1607,25.4125,23.167,5.357
1608,27.8045,23.124,5.36
1609,27.16,23.122,5.363
1610,26.9495,23.119,5.367
1611,28.8195,23.082,5.37
1612,27.577,23.106,5.373
1613,26.7005,23.121,5.377
1614,26.8285,23.118,5.38
1615,27.3905,23.115,5.383
1616,27.799,23.109,5.387
1617,28.226,23.09,5.39
1618,28.6,23.088,5.393
1619,28.421,23.08,5.397
1620,29.39,23.072,5.4
1621,28.055,23.088,5.403
1622,26.867,23.107,5.407
1623,25.6825,23.146,5.41
1624,26.413,23.119,5.413
1625,26.857,23.104,5.417
1626,27.17,23.105,5.42
1627,27.8915,23.083,5.423
1628,27.365,23.092,5.427
1629,28.277,23.08,5.43
1630,28.109,23.074,5.433
1631,26.2505,23.108,5.437
1632,26.625,23.121,5.44
1633,26.847,23.091,5.443
1634,24.308,23.144,5.447
1635,22.4905,23.168,5.45
1636,26.424,23.111,5.453
1637,30.13,23.039,5.457
1638,30.964,23.01,5.46
1639,24.4675,23.131,5.463
1640,22.4365,23.186,5.467
1641,24.3135,23.133,5.47
1642,26.773,23.099,5.473
1643,26.447,23.102,5.477
1644,25.206,23.116,5.48
1645,25.1815,23.118,5.483
1646,24.423,23.128,5.487
1647,24.4245,23.128,5.49
1648,23.8935,23.137,5.493
1649,25.4765,23.128,5.497
1650,26.383,23.105,5.5
1651,29.3445,23.029,5.503
1652,29.743,23.022,5.507
1653,26.938,23.071,5.51
1654,24.571,23.127,5.513
1655,26.969,23.072,5.517
1656,23.5495,23.129,5.52
1657,19.153,23.217,5.523
1658,18.3345,23.221,5.527
1659,18.6835,23.218,5.53
1660,23.6875,23.15,5.533
1661,25.196,23.114,5.537
1662,23.643,23.138,5.54
1663,19.721,23.203,5.543
1664,19.563,23.206,5.547
1665,21.1115,23.199,5.55
1666,20.3955,23.212,5.553
1667,20.084,23.202,5.557
1668,22.0095,23.175,5.56
1669,24.1115,23.128,5.563
1670,28.287,23.055,5.567
1671,29.091,23.04,5.57
1672,29.2835,23.024,5.573
1673,29.006,23.039,5.577
1674,25.61,23.112,5.58
1675,24.0675,23.135,5.583
1676,28.7665,23.042,5.587
1677,28.337,23.045,5.59
1678,26.8395,23.066,5.593
1679,25.5275,23.086,5.597
1680,22.0265,23.143,5.6
1681,19.112,23.214,5.603
1682,18.712,23.198,5.607
1683,18.3035,23.231,5.61
1684,20.158,23.199,5.613
1685,20.585,23.171,5.617
1686,21.911,23.152,5.62
1687,22.543,23.156,5.623
1688,24.6965,23.112,5.627
1689,25.6615,23.102,5.63
1690,23.155,23.143,5.633
1691,21.558,23.153,5.637
1692,19.963,23.196,5.64
1693,18.393,23.222,5.643
1694,16.967,23.238,5.647
1695,17.3045,23.24,5.65
1696,18.255,23.213,5.653
1697,17.4595,23.25,5.657
1698,17.377,23.249,5.66
1699,18.578,23.223,5.663
1700,18.6165,23.215,5.667
1701,20.2105,23.195,5.67
1702,20.9835,23.182,5.673
1703,20.2945,23.193,5.677
1704,18.08,23.229,5.68
1705,18.8985,23.228,5.683
1706,19.365,23.209,5.687
1707,17.28,23.245,5.69
1708,14.7225,23.289,5.693
1709,11.5005,23.334,5.697
1710,18.5625,23.225,5.7
1711,26.6475,23.095,5.703
1712,23.7245,23.136,5.707
1713,22.509,23.163,5.71
1714,20.613,23.205,5.713
1715,23.7885,23.153,5.717
1716,24.194,23.128,5.72
1717,24.897,23.115,5.723
1718,25.1445,23.116,5.727
1719,25.1505,23.108,5.73
1720,25.005,23.108,5.733
1721,25.6085,23.099,5.737
1722,25.9405,23.087,5.74
1723,27.9695,23.061,5.743
1724,28.408,23.047,5.747
1725,27.8375,23.055,5.75
1726,27.3095,23.059,5.753
1727,26.5195,23.054,5.757
1728,25.3155,23.083,5.76
1729,23.831,23.11,5.763
1730,24.9725,23.097,5.767
1731,27.4205,23.062,5.77
1732,25.546,23.07,5.773
1733,26.06,23.066,5.777
1734,25.933,23.061,5.78
1735,26.5765,23.046,5.783
1736,26.733,23.046,5.787
1737,28.5645,23.012,5.79
1738,30.6225,22.982,5.793
1739,28.4835,23.002,5.797
1740,27.644,23.031,5.8
1741,26.38,23.038,5.803
1742,24.3235,23.091,5.807
1743,24.6025,23.072,5.81
1744,24.2265,23.075,5.813
1745,22.0635,23.136,5.817
1746,24.9695,23.067,5.82
1747,26.8825,23.034,5.823
1748,26.323,23.041,5.827
1749,26.279,23.057,5.83
1750,26.4755,23.03,5.833
1751,28.6045,22.994,5.837
1752,27.6025,23.014,5.84
1753,25.3155,23.047,5.843
1754,25.6115,23.036,5.847
1755,24.783,23.07,5.85
1756,23.921,23.093,5.853
1757,24.3535,23.065,5.857
1758,26.303,23.027,5.86
1759,24.443,23.062,5.863
1760,26.289,23.034,5.867
1761,27.0475,23.012,5.87
1762,26.2675,23.025,5.873
1763,26.0995,23.033,5.877
1764,25.2455,23.054,5.88
1765,26.471,23.019,5.883
1766,27.19,23.006,5.887
1767,25.9045,23.022,5.89
1768,23.969,23.063,5.893
1769,20.4625,23.127,5.897
1770,18.0785,23.162,5.9
1771,19.3195,23.172,5.903
1772,27.305,23.011,5.907
1773,26.5025,23.03,5.91
1774,26.4,23.017,5.913
1775,28.4605,22.979,5.917
1776,26.81,23.005,5.92
1777,24.574,23.052,5.923
1778,24.375,23.045,5.927
1779,24.0105,23.066,5.93
1780,25.5975,23.031,5.933
1781,24.4985,23.055,5.937
1782,23.938,23.07,5.94
1783,23.875,23.05,5.943
1784,22.176,23.082,5.947
1785,20.5735,23.117,5.95
1786,20.1335,23.138,5.953
1787,20.7995,23.118,5.957
1788,22.193,23.101,5.96
1789,25.5205,23.022,5.963
1790,26.397,23.011,5.967
1791,25.179,23.038,5.97
1792,24.486,23.05,5.973
1793,23.3285,23.061,5.977
1794,20.3485,23.108,5.98
1795,18.686,23.149,5.983
1796,18.3815,23.162,5.987
1797,19.4645,23.147,5.99
1798,20.945,23.125,5.993
1799,22.6925,23.082,5.997
1800,22.428,23.081,6
1801,20.7145,23.114,6.003
1802,23.643,23.062,6.007
1803,22.196,23.091,6.01
1804,19.974,23.14,6.013
1805,17.811,23.178,6.017
1806,16.352,23.197,6.02
1807,19.5475,23.152,6.023
1808,20.7255,23.118,6.027
1809,23.131,23.072,6.03
1810,23.2065,23.069,6.033
1811,25.1035,23.035,6.037
1812,23.4225,23.059,6.04
1813,18.278,23.158,6.043
1814,14.5875,23.225,6.047
1815,14.189,23.233,6.05
1816,19.5145,23.146,6.053
1817,19.6485,23.133,6.057
1818,18.158,23.158,6.06
1819,14.1165,23.228,6.063
1820,15.258,23.21,6.067
1821,17.4465,23.175,6.07
1822,17.391,23.194,6.073
1823,15.676,23.211,6.077
1824,18.12,23.174,6.08
1825,12.188,23.258,6.083
1826,13.3335,23.25,6.087
1827,17.606,23.194,6.09
1828,18.732,23.161,6.093
1829,16.879,23.194,6.097
1830,14.1165,23.257,6.1
1831,14.428,23.235,6.103
1832,16.661,23.21,6.107
1833,20.2615,23.15,6.11
1834,18.0815,23.175,6.113
1835,19.4165,23.156,6.117
1836,20.7825,23.141,6.12
1837,19.418,23.152,6.123
1838,19.701,23.157,6.127
1839,21.951,23.116,6.13
1840,24.567,23.06,6.133
1841,24.1615,23.065,6.137
1842,23.979,23.065,6.14
1843,22.4165,23.116,6.143
1844,21.0415,23.125,6.147
1845,20.6885,23.129,6.15
1846,20.474,23.122,6.153
1847,20.6845,23.133,6.157
1848,21.5395,23.12,6.16
1849,20.6785,23.126,6.163
1850,20.058,23.135,6.167
1851,19.183,23.149,6.17
1852,21.5965,23.107,6.173
1853,23.215,23.075,6.177
1854,23.713,23.082,6.18
1855,22.9145,23.1,6.183
1856,20.7155,23.111,6.187
1857,20.465,23.114,6.19
1858,21.1655,23.115,6.193
1859,21.1425,23.102,6.197
1860,21.6835,23.089,6.2
1861,22.5575,23.094,6.203
1862,22.6415,23.099,6.207
1863,22.859,23.092,6.21
1864,21.9695,23.098,6.213
1865,21.4785,23.113,6.217
1866,21.621,23.103,6.22
1867,20.8895,23.106,6.223
1868,21.423,23.09,6.227
1869,21.6495,23.099,6.23
1870,21.89,23.082,6.233
1871,21.319,23.099,6.237
